,tweet_id,airline_sentiment,text
13226,569911344658386944,negative,"@AmericanAir Also, I have to wait more than 2 hours before I can speak to someone on the phone?  I can't wait 2 hours.  :("
13228,569911005557338113,positive,"@AmericanAir me too. Despite the chaos, I'm still grateful for a flight home ✈️"
13229,569910943720669184,negative,@AmericanAir How am I supposed to Cancelled Flight it if I can't do it online?  I don't want to lose all the funds on the ticket.  HELP!!! :(
13230,569910789651496960,negative,@AmericanAir poor customer service is just unacceptable.. Also how bout the surfer on the front of your website. #noloveforsurfers #pretend
13231,569910774556004352,negative,@AmericanAir I need HELP!  I'm trying to Cancelled Flight a flight before it takes off but I can't get a hold of ANYONE because all lines are busy.
13233,569910528279228416,negative,@AmericanAir Trying  to Cancelled Flight fligt 2321 O'Hare to Dallas 12:17pm. High call volume no one answer. Online no confirmation. #thankU
13234,569910395667935232,negative,@AmericanAir No I was not given the choice by the rep Meelan (UK AA Contact Center) to escaLate Flight to a supervisor and had to book with change
13235,569910053249142785,negative,"@AmericanAir Retrain in Customer Service first, make proper adjustments when Cancelled Flightling flights. Own up to your Mistakes."
13236,569909945514233857,negative,@AmericanAir wish you had a better mobile app.  You should look at the app from @united as it is much more seemless to check in
13237,569909908738580481,negative,@AmericanAir delayed flight six hours. Missed international connection= extra night in a hotel and still have to pay for a 15lb surfboardbag
13239,569908990118723584,negative,"@AmericanAir no vouchers 4 Cancelled Flighted flight due 2 weather. Today's issue, broken tire. No vouchers cause tire was broken by weather. #nomoAA"
13240,569908918421299200,negative,@AmericanAir worst airline! You Cancelled Flight our flight and don't even let us know even though we are traveling with children.
13241,569908722778157056,negative,"@AmericanAir long mait. Repair wait at gate - Capt Said ""paperwork formality""- forced to check bag rudely-returning CC reader doesn't work"
13242,569908067762094080,negative,@AmericanAir One hour to check in is 45 minutes too long. MIA FAIL.
13243,569907965223763970,negative,@AmericanAir thx for showing me that your Twitter appreciates me more than your employees. Sure another airline would like my $1300 #nohotel
13244,569907544124219392,positive,"@AmericanAir thanks! a response is better than nothing at all {ahem, @USAirways}"
13245,569907019081228288,negative,@AmericanAir I can't get through to a customer rep to help me out. This is the only option I have got.
13246,569906807696551936,positive,@AmericanAir those were snacks we left on purpose for your team. :) for being so helpful this morning at the desk and on the phone!
13248,569906532277731328,negative,@AmericanAir She could even see that I had tried to make the transaction but wouldn't offer me the price I'd tried to purchase it at.
13250,569906183487643648,negative,@AmericanAir @united we'll have time and they aren't doing a damn thing. I'm the guy in the winter hat and frowny face
13251,569906117100351493,negative,"@AmericanAir So much for Status, EP and 1.5 million miles.  Revenue First class ticket and Im sitting in Coach thanks your rude CS staff"
13252,569906035269324800,negative,@AmericanAir @united just deplaned at O'Hare gate K13. Why don't you send a customer service rep to discuss my situation? God knows...
13254,569905298481274880,negative,"@AmericanAir By the time the 2 hrs passed before I got a call back, the ticket was more $$. It wasn't my fault yet I had to pay extra"
13256,569905052447592448,negative,"@AmericanAir No, it wouldn't let me complete transaction because it was one way from Barbados to NYC"
13257,569903268312125440,negative,@AmericanAir: my brother's flight into DFW was Cancelled Flightled yesterday. Are you flying from ONT to DFW today?
13258,569903197835407361,negative,"@AmericanAir the customer service today is unsat, Flight cnx, not notified, called for 6 hours and the phone line does not even let me hold"
13260,569903088632352769,negative,@AmericanAir I'm still patiently waiting for a response to my complaint email on Fri. What is the normal response time?
13261,569903058299199488,negative,@AmericanAir the flight I'm trying to change is in 4 hours and I've been trying to reach an agent for 72 now. THIS IS UNBELIEVABLE.
13262,569903056403505152,negative,"@AmericanAir Why is it ok that no-one can help me with the bag you lost on my honeymoon 3months ago, this is not responsible or professional"
13263,569902322718871552,negative,"@AmericanAir SJC-&gt;LAX. After the fourth time, I gave up!"
13264,569901979151024129,negative,@AmericanAir my flight to San Angelo via Dallas from Orlando Cancelled Flighted help! On hold and disconnect
13265,569901314026692611,negative,@AmericanAir @_Lucy_May surely much better to let us all share the feedback unless you have something to hide?
13266,569900867324932096,negative,@AmericanAir your staff at JFK airport are discussing the way we we're left stranded
13267,569900784965554176,negative,@AmericanAir Can you add my KTN to an existing reservation? It's not letting me add it online....
13268,569900705852608513,negative,@AmericanAir still no response from AA. great job guys!
13270,569899646509666304,negative,"@AmericanAir confused at the definition of a ""preferred seat."" I paid extra for one and got a regular seat with no legroom. Unimpressed."
13275,569897748859744257,negative,@AmericanAir Oh yea? That's it? C'mon buddy! Bring your special friend @united to the conversation - they seem to be doing NOTHING AT ALL
13276,569897733466628097,negative,@AmericanAir why are there only 2 agents at domestic check in at MIA?! WTF? Huge lines and many people with Cancelled Flightled flights.
13277,569897060717105152,negative,@AmericanAir I was told I had a 20minute wait time after waiting hours. And an hour has gone by. This is ridiculous
13279,569896666465087488,negative,@AmericanAir don't see response!
13280,569896560936374272,positive,"@AmericanAir gotta love those skycaps, solving problems faster than anyone else in the terminal. And they did it with a smile on their face"
13281,569896010010353664,negative,@AmericanAir you guys need to educate your employees on what a pink tag is AND STOP LOSING MY GUITAR FOR THE 10 THOUSANDTH TIME!
13282,569895932394917888,negative,@AmericanAir pretty frustrating when you can't even stay on hold to get help after a flight Cancelled Flightation!
13283,569895927273517056,negative,"@AmericanAir @united You're both equally terrible, and I'm going to fight until I get complete satisfaction for how we were mistreated"
13285,569895723208040448,negative,"@AmericanAir @united contact me, or do something to alleviate this terrible, terrible service. But no, your 22 year old social media guru"
13286,569895618866315264,negative,"@AmericanAir @united week is going to make up for anything, or put me at ease.  You should be asking me how you can fix things, how to..."
13287,569895538046296064,negative,@AmericanAir @cnnbrk they didn't address the assult or drinks spilled on her  the drunk passenger had to have a wheelchair to get off plane
13288,569895516139421696,negative,"@AmericanAir @united and a complete lack of faith in your companies. It's really a shame that you think telling me ""it's been a challenging"""
13289,569895498527727617,negative,@AmericanAir Priority baggage evidently means it comes out last
13290,569895385851760640,negative,"@AmericanAir @united getting us to where we need to be. This is not acceptable. Not to mention, Cancelled Flighting meetings/interviews for my client"
13291,569895266670612480,negative,@AmericanAir between your airline and @united I've now spent three extra days traveling (DOMESTIC) and spent hundreds of dollars...
13292,569895210777501696,negative,"@AmericanAir has the worst flights and customer service, this is the second time I've been Cancelled Flighted. Gotta pay for hotel and find rides now."
13293,569895176631554049,negative,"@AmericanAir flight from DC to LA, not to mention fix the circuit breaker in our bathrooms because this plane is as old as me..."
13294,569895082402295810,negative,@AmericanAir what an incredibly arrogant thing to say while I sit here at O'Hare waiting for your incompetent airlines to refuel on a...
13296,569894963665707010,negative,@AmericanAir @cnnbrk she tried they are not doing anything said they would talk to stewardess about serving drunks drinks how does that help
13297,569894690566369280,negative,@AmericanAir please improve business extra flight reservation process. can't book online?  what century are we in? 25 min+ on hold
13298,569894356393570304,negative,@AmericanAir I tried already and I am on the waiting list for a call back #2hourwaitsucks
13299,569893723091238912,negative,@AmericanAir the most stressful morning and still had to pay to check a bag. LAX is a madhouse with a lot of angry customers. Yikes
13301,569893516609847297,negative,"@AmericanAir as of now, will do my best to never fly w/ #AmericanAirlines ever again. Y'all have made this a day to remember."
13302,569893140066213888,negative,"@AmericanAir 4 phone calls, 2 hrs of being sent back &amp; forth between two lines in the terminal and it's the skycap that finds a solution"
13303,569893064342437888,negative,@AmericanAir Thanks for the response.Tough night for all involved. Our flight got Cancelled Flightled as we started taxiing down the runway.
13304,569892686624198657,negative,@AmericanAir what response? Is our flight out of Montrose Cancelled Flightled or not?
13305,569892670367256576,positive,@AmericanAir thank you for responding rather quickly btw
13307,569892361691463682,negative,@AmericanAir thanks for the DM rescheduling. Unfortunately your operations process at LAX is chaos &amp; the reps refused to print the ticket
13311,569891790343569408,negative,@AmericanAir No. I was told I got put on another flight and that I would get an email. Still haven't gotten one yet.
13312,569891568074797056,negative,@AmericanAir Please try it yourself - call 1-800-433-7300 and see what happens... then you'll understand.  #allrepresentativesbusy #nooption
13313,569891440135794688,positive,@AmericanAir Thank You! CC: @packermama1
13314,569891369390632961,negative,"@AmericanAir I tried to check in, but they redirect me to call in to @USAirways, which I also can't get into contact with"
13315,569891023335387136,negative,@AmericanAir flight delayed 3 times today due to flight officer. 4333 from pit to ord. 5 hour delay to date. #bademployeeproblem?
13316,569890859526823936,negative,"@AmericanAir --(pt 2) and the AA reservations phone number has been less than helpful, telling me to change things online when I can't."
13317,569890836361580544,negative,@AmericanAir yes but not with much help from you guys
13320,569890695902662657,negative,"@AmericanAir I understand that. But 14 hours Late Flightr, I still haven't heard a word! How can you plan your week with no zero information!"
13324,569890192338735104,negative,"@AmericanAir My reservation is on hold, not me.  Wish I was on hold but that's not possible with the phone issues at #americanair"
13326,569889964445470721,negative,@AmericanAir You are having phone issues.  Please fix it!!!!
13327,569889833297915904,negative,"@AmericanAir I can't!!!  No one can't get to ""hold"".  You can't get past the automated reply.  It hangs up on you.  #FRUSTRATED"
13328,569889440753172481,negative,@AmericanAir trying to get home is beyond complicated. It's should not be this hard. Students are split up and we will not fly AA ever again
13332,569887996071297024,negative,@AmericanAir My boyfriend was supposed to be home Saturday but his flight from DC was Cancelled Flightled yet again. Please get him home!
13333,569887773953527808,negative,@AmericanAir I tried that &amp; they have been disrespectful not professional &amp; my 2nd flight been Cancelled Flighted I have to get home for a surgeryHELP
13334,569887742479486976,negative,@AmericanAir - answer the phones.  Trying to change a reservation and haven't been able to get a human to pick up in two days.
13335,569887584861749250,negative,"@AmericanAir now because you couldn't add my ktn, which I asked for numerous times and no one answers the phone, I missed my flight!!#upset"
13336,569886683501473793,negative,"@AmericanAir flight US1562 from RIC2DFW was Cancelled Flightled yesterday &amp; I was on hold w/ cust. service from 6-10pm EST...4 hours, no answer..."
13338,569886516505407488,negative,@AmericanAir =UNAmerican Airlines just lies and poor customer services...
13340,569885742526124032,negative,@AmericanAir they @cathaypacific @cathaypacificUS can't even tell me what country they are in 😥😥
13342,569885201293307905,positive,@AmericanAir awesome flight this morning on AA3230! Awesome crew and even landed early!
13343,569885018358575104,negative,@AmericanAir yes. Just sayin' that was a particularly poorly handled situation.
13344,569884943217762304,negative,"@AmericanAir I had to pay extra $$ cos that flight was ""no longer available"" just because it wouldn't accept my US Card for a 1 way into NYC"
13345,569884756684476416,negative,@AmericanAir - And @AirSouthwest  had a flight from Chicago to Buffalo about an hour before our flight -- do they not care about safety?
13348,569884462051418112,negative,"@AmericanAir - So does that mean your other flights going into Buffalo from other locations, you don't care about their safety?"
13349,569884438504427520,negative,"@AmericanAir I've been in line for over half hour trying to see a representative, now I might even miss the next flight too, unacceptable"
13350,569884285659848704,negative,@AmericanAir been trying to speak to agent for 24hrs about my Cancelled Flightled flight but reps always busy. how do I get ahold of you?
13353,569883743223050241,negative,@AmericanAir you're almost as bad as @united
13354,569883543536574464,negative,@AmericanAir @USAirways use the app you say?? http://t.co/WnY9TzsR8N
13355,569883153231257601,negative,@AmericanAir there is two hour wait
13356,569883077289181184,negative,@AmericanAir can't get thru to anyone on phone
13359,569881888892055552,negative,@AmericanAir I've been calling your 1800 # all morning to change my name for an upcoming trip but am not able to get through. Please advise!
13361,569881463233097728,negative,"@AmericanAir dm me your email address,  I will tell you my ordeal, then you tell me what you think is fair"
13362,569881453842042880,negative,@AmericanAir I did set up notifications through AA &amp; Us airways. still nothing
13363,569881379825164288,negative,@AmericanAir how can I get travel question answered quickly... Online and calling not helping with this busy day
13364,569881270987186176,negative,"@AmericanAir  upon entering plane to 2 @USAirways stewardesses: ""can I have some water?"" ""no we don't do that. please take your seat"""
13365,569881004262989824,negative,"@AmericanAir The website won't let me view my reservation due to ""changes made outside http://t.co/nwF2FkA8fY"". I'm on hold now to get help."
13367,569880508181696513,negative,@AmericanAir @USAirways outbound flight: 2 hour delay b/c air traffic &amp; 2 gate changes dividend miles member gets no email or text updates
13368,569880482109739009,negative,@AmericanAir record locator oaaret got email we couldn't be rebooked but got no notification flight was Cancelled Flightled
13370,569880251767123968,positive,@AmericanAir Huge thanks for fixing our flights! appreciate the customer service. now if only i could get seats assigned: me next to my wife
13373,569880005729067008,negative,@AmericanAir @RLDelahunty record l#oaaret got email we couldn't get rescheduled on another flight but don't know if flight is Cancelled Flightled
13374,569879696093126656,negative,"@AmericanAir it's more than technical problems. #frustrated #answerthephone 
Res. on hold and can't get thru to use a credit to pay for it"
13376,569879234572718080,negative,"@AmericanAir Cancelled Flighted flights, now I'm rerouted and have over 12 hrs of travel but you will bump paying customers for non revs. #custserv"
13377,569878990841901056,negative,@AmericanAir on hold again....estimated 2 hr hold
13379,569878584967344128,negative,"@AmericanAir Supervisor M.Robinson just served a lot of attitude, Cancelled Flighted my flight out of spite, then put me back on on #crazybitch"
13380,569878537999503360,negative,@AmericanAir at gate c11. Your gate agents are turning paying customers away in favor of non revs
13382,569877301959065600,negative,@AmericanAir @andyellwood @delk lol. I was sure I'd wake up to more of a response than this half-thought auto tweet. hope you made it out.
13383,569877197093097472,negative,"@AmericanAir AA2334 Second week in a row delayed, due to mechanical issues. All the sleet outside and yet we're stuck changing a tire"
13384,569876837087580161,positive,@AmericanAir  thanks hoping that by wed I can get back to DFW
13386,569876553196285952,negative,@AmericanAir keep trying to call to change reservation and you keep hanging up on me
13388,569876015834484736,positive,@AmericanAir although there was a 6 hour delay every single staff member from the ticket desk to the admirals club in was as sweet as pie
13391,569874933549027328,negative,@AmericanAir hahahaha! This is crazy! Well here's to another night at the airport!!
13392,569874879794831360,positive,@AmericanAir Kudos to ticket agents for #2224 for making passengers check bags that are too big to fit in overhead.
13394,569874098035142656,negative,@AmericanAir @hoagy10 how about you stop cutting and pasting apologies and get some additional phone reps to do their jobs
13395,569873993311916032,negative,@AmericanAir work would be much better with my lesson plans and music for my classes today.
13396,569873418075672576,negative,@AmericanAir your call system is a fucking joke
13400,569872132269682688,negative,@AmericanAir You moved us onto 6.55pm but there is availability on 1.50 and 3.30.   No answer on your phone. Have young children.  HELP!
13401,569871979739635712,negative,"@AmericanAir It's our honeymoon,I paid extra business. I was sitting next to my bride, you bumped me because of status. Disgusted"
13402,569871411843461121,negative,@AmericanAir Deplaned for the 3rd fucking time. Fuck you AA.
13403,569871364603031553,negative,@AmericanAir how do I redeem a travel voucher for a flight if I can't reach a travel agent by phone? My hold expires in 24 hours
13405,569870837815205888,negative,@AmericanAir it has been almost 4 hours and I have heard nothing yet from your reservations team. What am I supposed to do?
13406,569870252508635136,negative,"@AmericanAir you Cancelled Flightled my flight due to ""weather"" when others are flying out just fine.  No compensation, no resolution.  Incompetent."
13407,569870130169163776,negative,@AmericanAir 8 hours on the phone yesterday.  Really?  Still doesn't pick up status on US Air flight.
13409,569869892960133120,negative,@AmericanAir worst experience ever. @VirginAmerica all the way!
13410,569869884164714498,negative,@AmericanAir calling at 1am to tell me my flight has been rescheduled 12 hours Late Flightr than it was supposed be to seems like a bad solution
13411,569869514944466945,negative,"@AmericanAir I fail to see how telling a caller that a bag may take ""18 hours"" to get from JFK to Brooklyn is ""the best we can"""
13412,569869506560069633,positive,@AmericanAir thanks to Jacqueline in CLT for cleaning up @amexserve and @USAirways mess!!! Awesome service
13413,569869374103793664,negative,@AmericanAir it's not about the weather. It's about the fact that I can't get ahold of anyone to help. BUT you can tweet me back.
13414,569868638968254467,negative,@AmericanAir please message me for assistance - can't get through to anyone.
13416,569868201720287232,negative,@AmericanAir I've witnessed a manager named Denise yell at 2 different customers with my same issue. #rude
13417,569868115481395201,negative,@AmericanAir how comes no one has answered my calls or emails?
13418,569867943888056320,negative,@AmericanAir at LAX and your service reps just hand out the 800 number to call. So that's not helpful.
13419,569867786572341252,negative,"@AmericanAir Extend rtn flight to bereavement, 22nd I could have change fee dropped, now told no.Worse day of my life #badcustomerservice"
13420,569867607341436928,negative,@AmericanAir I've tried ten times now last night and this morning...how many times should I try? Have meetings to make tonight in ATX.
13422,569867363580903424,positive,@AmericanAir thanks for responding ... will do!
13424,569867192445083648,negative,@AmericanAir  I have still not talked to anyone. You guys should be prepared for these situations. How is this good service? I am so mad!!!
13426,569866310793826304,negative,@AmericanAir #horriblecustomerservice # rudestaff # incompetentmanagers
13429,569866091998126080,negative,@AmericanAir tisk tisk. Rude flight attendants yet again. I can't hang my suit up because I didn't buy first class? @Delta when will I learn
13430,569865357625851905,negative,"@AmericanAir that would be appreciated. Just please don't send me to the same page with long form &amp; limited characters.
Direct email?"
13431,569865061855932416,negative,@AmericanAir this is the biggest joke of #customerservice I've ever seen from a  ✈️ brand http://t.co/XHSUUpHeZe
13432,569865022031015937,negative,"@AmericanAir it would be awfully nice if you could send an alert when my flight is Cancelled Flighted. No text, no email, no love..."
13434,569864878007001088,positive,@AmericanAir thank you so much that helps a lot.
13435,569864863171764224,negative,"@AmericanAir I understand that, but I'm not even being put on hold - it says ""try again Late Flightr, goodbye""."
13436,569864791323320320,negative,@AmericanAir I do not need an apology. I need you to fix it in a competent manner.
13437,569864778702671874,negative,@AmericanAir I like the call back system. But thought you'd like to know it's not working well. I received three calls but there's no audio.
13438,569864689452077058,negative,@AmericanAir I need to be back home tomorrow and no one is helping me. Please help me rebook for a flight tomorrow!
13439,569864610016321536,negative,@AmericanAir Filed a PIR with an agent at Indianapolis airport. Unable to pull up information online on your site. Have DMed details.
13441,569863705841831936,negative,@AmericanAir But you called me - and hung up.
13443,569863229356310528,negative,@AmericanAir Or u cud answer my ? here! 140 is plenty. Inflight stealing going on right now &amp; FA won't have the uncomfortable convo w pass.
13444,569863194929471488,negative,"@AmericanAir Fine. Would you have them call me? I left a message, was told it would be 2 hours for a call. Haven't heard anything yet."
13445,569862869241765888,negative,"@AmericanAir my flight was Cancelled Flightled yesterday early afternoon, so why did you call me at 1230am and 230am to wake me up and tell me?!"
13446,569862827227402241,positive,@AmericanAir in miami and the  agents Rachel Wong and Marisol Pimentel were very  pleasant in a world of chaos a BIG .thank u
13447,569862449559527426,negative,@AmericanAir I put a call back in at 1AM and still nothing at 8AM. You think you might get back to me?
13449,569860677650636801,negative,@AmericanAir why Cancelled Flight #1605 on 6/25 &amp; 6/28? Flights now 4 hrs longer &amp;  have layovers. Too Late Flight to find a reasonably priced alternative.
13450,569860221755117568,negative,@AmericanAir I don't know who that may be. I was also working from home. Thanks for nothing.
13451,569860103341518849,negative,@AmericanAir I called the EP line and 4 hours Late Flightr I was called back.  I sat on hold for over a hour to US Airways and then cut off
13452,569860082965426176,negative,@AmericanAir my flight 1106 was Cancelled Flightled and I need to get back to Cleveland. What are my options?
13453,569859218058162176,negative,@AmericanAir is there any way you could put me up in a hotel for the night?? If not I'm having to sleep at the airport again tonight.
13454,569859036360908801,negative,"@AmericanAir @MallowFairy And how many times, exactly, should we call and leave our number for a call back? Because that hasn't worked."
13455,569858655086120961,negative,.@AmericanAir @C2Next Would be great to get some help too! I've been trying since last night to get through.
13456,569858330421694465,negative,"@AmericanAir Telling frustrated customers ""we are super busy, please call back Late Flightr kthxbai"" and then hanging up is not the best practice."
13457,569858278370516992,negative,@AmericanAir But when becomes about get money from the passengers are very strict but don't have ANY feedback as a reward
13458,569858012967542786,negative,@AmericanAir Not even on the bag status...will take actions against this company is incredible how irresponsible are with the costumer
13459,569857805483675648,negative,@AmericanAir Still waiting news about my bags 48hrs already happened and this company don't give to the passengers any certain information
13460,569857475098202113,negative,@AmericanAir Your customer service sucks! You rep should not be yelling at a caller regarding the weather in DFW.  Hope you go bankrupt!
13461,569857446371438592,negative,@AmericanAir Phone just disconnects if you stay on the line. Need to checkout of hotel in 2 hrs &amp; have no place to go. Can't keep calling.
13463,569857209745584129,positive,@AmericanAir no apologies required. I made it home safe thanks to you! Kudos to AA!
13464,569857157778132993,negative,@AmericanAir requested a call back at 1am. My Cancelled Flighted flight through DFW shouldn't take this long to reroute. You're Customer Service lacks
13465,569857128988602368,negative,@AmericanAir will you review your systems re notification? The website and telephone systems you have in place are clearly inadequate.
13466,569856784086777856,negative,@AmericanAir Why not sell MCE during post door-close shuffle in same way u sell drinks/snacks? People on my flight self-upgraded w/o paying.
13468,569855814716039168,negative,"@AmericanAir Not good enough. No info communicated at any point - just silence. for hours as we sat. Oh, and then seat was broken. #worst"
13469,569855409567207424,negative,@AmericanAir I can't get an operator after an hour's worth of calls to Cancelled Flight a delayed flight. Automated system doesn't go beyond message.
13470,569855205187190784,negative,@AmericanAir cannot provide us alternative flight until 36 hours Late Flightr ruining our trip! #Cancelled Flightled #angry #problems #ruined.
13471,569854995958509568,negative,@AmericanAir Why did I have to stand at baggage claim for an hour waiting for a bag that you knew never made it on to the plane?
13472,569854535608311809,positive,"@AmericanAir I love travel with yours planes, all people is very nice, it's amazing! Can you please follow me back? 😋I love the company!"
13473,569854492126146560,negative,@AmericanAir Not very helpful if my flight is already Cancelled Flightled! What about reFlight Booking Problems? AA has my email and cell - yet no notifications.
13475,569853969469734912,negative,@AmericanAir now you change my gate and don't tell me? What the fuck is wrong with you people. Learn to do your fucken job
13477,569853327359516672,negative,@AmericanAir I would purchase it if I was there by choice but you guys Cancelled Flightled my flight and have me stuck at DFW for 7 hours!
13478,569852965315584000,negative,@AmericanAir haha I did. They said it wasn't their fault somehow? You guys r a joke
13479,569852657327738880,negative,"@AmericanAir Stuck in Miami, and one of the worst customer experiences I have ever had. Will be sure to let everyone know about my time w/AA"
13481,569852112605089792,negative,@AmericanAir @MurphyJulie it took them 6 hours to call me back. Then it disconnected twice. 😢 I'll never get back to work
13482,569852084536750080,negative,"@AmericanAir  so far all I am getting is ""maybe your bag will come today. We don't know."" Website says ""status unknown""- can you help?"
13483,569851972645466112,negative,"@AmericanAir My flight 1108 was Cancelled Flightled. I need to be rebooked, and I can't do it online and they aren't answering calls. Help!"
13484,569851952282112000,negative,@AmericanAir I filled out that whole form before receiving a poor poor response. Is there no direct email address in reply?
13485,569851855917830145,negative,"@AmericanAir Its the ABC's of PR, let your customers have the most info possible. Might want to go brush up on the basics..."
13486,569851241922207746,negative,last trip on @AmericanAir ... Poor customer service 3 trips in a row! @Delta here I come!
13487,569850912451072000,negative,@AmericanAir stiiiil waiting. Please respond as my flight leaves in 2 1/2 hrs
13489,569850597169598464,negative,@AmericanAir you have the worst reps at Jacksonville airport. So rude and totally not helpful at all!
13490,569850259507154944,negative,"@AmericanAir Understood. Integration takes time, but no excuse for poor customer service"
13491,569850239789568000,negative,@malhoit at least you got a response from @AmericanAir via Twitter. I went 0 for 2 yesterday.
13492,569850083140882432,negative,"@AmericanAir I am, called Paris office this morning again, still waiting. It is in Miami but apparently tag was ""taken off"""
13493,569849818694037504,negative,@AmericanAir Can I get some assistance? Flight Cancelled Flightled (today) from PHX to DFW. Not that I'm hating. But my job is concerned
13494,569849550032101377,positive,@AmericanAir would also like say kind move on adding the points !
13495,569848857498161154,positive,"@AmericanAir ok, I just received an email with my registration from your team. Thanks a lot"
13496,569847788986462209,negative,@AmericanAir wasn't just a delay. Your counter wouldn't take a valid CAC card as a valid ID which is needed for a TSA precheck on pass
13497,569847671822946304,negative,"@AmericanAir all right, but can you give me an email to write to ?"
13500,569846990076387328,negative,@AmericanAir I called reservation at 1 am and I'm still waiting for someone to call me back
13501,569846963350454272,negative,@AmericanAir a confirmed flight. I'm so done! Thanks for nothing!
13504,569846356409339906,positive,@AmericanAir thank you for doing the best you could to get me rebooked. Agent on phone &amp; addtl resolution on DM was very much appreciated.
13505,569846302663688192,negative,@AmericanAir no email no phone call no nothing. You've screwed with my flight and my family/Friends flights. You Cancelled Flighted reservations for
13506,569846045892608001,negative,"@AmericanAir If you care, could you have someone call me to explain what is going on."
13507,569846023553720321,negative,Hey @AmericanAir why automated call me and then hang up at 4:45 am!?! And why can't I reschedule Cancelled Flighted flights via web!?! Come on!!!
13508,569845438494457856,negative,@AmericanAir from a service rep but that hasn't happened yet. I'm honestly fed up and sick of this. No notice when my flight got Cancelled Flighted
13509,569845041440677888,negative,@AmericanAir  help. Flight to Dallas was Cancelled Flightled this morning from cle. on hold for  3 hours. Need to be booked on next flight out.
13510,569844812783996928,negative,@AmericanAir me up in a hotel tonight and expect me to now pay even more money. I don't have that money!! I was supposed to get a call back
13511,569844379176853504,negative,@AmericanAir my flight 129 to dallas and 259 to SFO has been Cancelled Flighted and they can't get me on anything else until tomorrow. You won't put
13512,569844262461972480,negative,@AmericanAir How is it possible that your call system can refuse callers for over twelve hours? What service options does that leave?
13513,569844251426729984,negative,"@AmericanAir I understand a bit of a wait, but I called at 6:23 pm and didn't get a call back until just after 11:00 pm, that's not cool"
13515,569844028365275136,negative,@AmericanAir Pathetic answer. Just found out my bag has been sitting at LGA for 20 hours and no call from you to lmk or delivery of bag. BAD
13516,569843745157451776,negative,@AmericanAir stranded in Miami because your automated system keeps hanging up on me for two days. Help !
13518,569843485911560192,negative,"“@AmericanAir: @mwangbickler We apologize for your frustrations, Michael. Have you been rebooked?” -got call back after 10 hours. Bad."
13519,569843359029850112,negative,"@AmericanAir I'm trying to register since 12:00,don't want to be separated from my brother during the15hours flight!There're few places left"
13520,569843331930263552,negative,@AmericanAir trying to get thru to agent since last night b/c AA changed our flight to 2 days from now. Infuriating! We need to get to SEA!
13521,569842929860263936,negative,"@AmericanAir called last night, after 10hrs got call back, can I get a one day pass to admirals club? I'm going to be spending 7hrs in DFW"
13522,569842758967386112,negative,@AmericanAir how can I get you guys to respond to my tweets and DM??? Really sad feeling to be ignored.
13523,569842295387791361,negative,@AmericanAir I am still waiting for that call back. Stranded and no one to talk to
13525,569841575737499648,positive,@AmericanAir Karen Riedel is a rock star employee and a miracle worker.  I really appreciated her help this morning!
13526,569841476240166912,negative,@AmericanAir trying to talk 2 customer service to add lap child and can't get a hold of anybody. I need help!!!!!
13528,569841119783202817,negative,@AmericanAir this merger with @USAirways @usairwis a cluster of inefficiency and misinformation.  When is it going to be done?
13529,569840848764059648,negative,.@AmericanAir @Kaha58 Would be nice if you could actually talk to the reserv. team...it just hangs up on you and has been since last night.
13530,569839807787958273,negative,@AmericanAir why is there only one checkpoint open at JFK terminal 8? Ridiculous.
13531,569839377104285696,negative,@AmericanAir wow. Flight crew shows up :15 mins before the flight. No catering for AA3390. Nice. Why to treat your customers.
13532,569839216512917504,negative,@AmericanAir.If I miss saying goodbye to my friend cause of your crappy service I swear you will never hear the end of it.#AmericanAirlines
13535,569838834810093568,negative,@AmericanAir that is absolutely false stmt.  You have a comedy of errors incl no catering etc #GetYourActTogether
13536,569838589879685120,negative,@AmericanAir how do I see your report team?
13537,569838466697175040,negative,@AmericanAir. It's been 5 hours and still no call and now we are back to being hung up on by an automated system.  #AmericanAirlines
13538,569838141273559040,negative,"@AmericanAir you bet make this screw up right (for once). Things I need in bag for my job and you have ""grounded"" me today #painandsuffering"
13540,569837685428359168,negative,@AmericanAir. All I get is an automated system that hangs up on me. I finally get a message that some will call me back in 2 hours.
13541,569837650984751104,negative,@AmericanAir @emrey35 But it says your agents are too busy and to try back Late Flightr???
13542,569837381261533185,negative,"@AmericanAir file loc:TJYCQH. Bag at airport since last nite.Not ""scheduled"" to get PU unt aft 8? WHY? U shld b ashamed. I'm disgusted w/u"
13543,569837191540551680,negative,@AmericanAir I remained on hold for 2 hrs to resolve my flight schedule &amp; your system hung up on me. #unhappycustomer
13544,569837152332333056,negative,@AmericanAir. For two days now I have been trying to reach #AmericanAirlines customer service to change my flight.
13545,569836467876470784,negative,@AmericanAir . Death of a dear friend has me heart broken but #AmericanAirlines has me heated!
13546,569836433931808768,negative,@AmericanAir spent hour+ trying to check after to use military ID for luggage then messed up boarding pass &amp; forced into line again.
13547,569835918955143168,negative,@AmericanAir has no customer service via phone or in person. Just a stone wall with a giant middle finger painted on it.
13548,569835766416867328,negative,"@AmericanAir 3days and no call,bag or anyone to pick up my call. Held on ph til 130 am and holding again now. Insane,#help"
13549,569835751275433984,negative,"@AmericanAir way to ruin a vacation, my brother has called all night and had multiple places in line only to get dead air on call back"
